% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
0	0.25	1	1	87	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	2	50	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	3	96	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	4	78	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	5	20	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	6	91	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	7	29	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	8	71	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	9	39	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	10	63	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	11	58	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	12	82	3	30	14350	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	13	94	3	28	13252	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	14	1	3	38	15562	0	0	0	0	0	0	0	0	0	0	
0	0.25	1	15	12	3	32	15448	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	1	87	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	2	50	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	3	96	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	4	78	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	5	20	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	6	91	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	7	29	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	8	71	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	9	39	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	10	63	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	11	58	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	12	82	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	13	94	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	14	1	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.25	0.5	1	15	12	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	1	87	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	2	50	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	3	96	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	4	78	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	5	20	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	6	91	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	7	29	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	8	71	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	9	39	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	10	63	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	11	58	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	12	82	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	13	94	3	32	17568	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	14	1	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.5	0.75	1	15	12	3	34	18666	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	1	87	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	2	50	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	3	96	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	4	78	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	5	20	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	6	91	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	7	29	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	8	71	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	9	39	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	10	63	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	11	58	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	12	82	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	13	94	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	14	1	3	20	10980	0	0	0	0	0	0	0	0	0	0	
0.75	1	1	15	12	3	20	10980	0	0	0	0	0	0	0	0	0	0	
